,bookId,title,author,description,genres,characters,places,language,publish_date,avg_rating
1210,1210,School's Out—Forever,James Patterson,"In this eagerly awaited follow-up, brave bird-kid Max and her flock are discovered by an FBI agent and forced to go to \school.\ There is no such thing as an ordinary day as Max deciphers how and when she's supposed to save the world, and she faces her greatest enemy--a clone of herself. Little, Brown and Company,In this eagerly awaited follow-up, brave bird-kid Max and her flock are discovered by an FBI agent and forced to go to \school.\ There is no such thing as an ordinary day as Max deciphers how and when she's supposed to save the world, and she faces her greatest enemy--a clone of herself. Little, Brown and Company","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Young Adult,Fantasy,Science Fiction,Fiction,Adventure,Fantasy,Paranormal,Action,Young Adult,Teen,Romance,Thriller","Maximum Ride,Jeb Batchelder,Iggy,Nudge,Gasman,Angel Maximum Ride,Fang,Ari",Virginia,English,May 23rd 2006,4.15
1211,1211,Jack & Jill,James Patterson,"In the middle of the night, a controversial U.S. senator is found murdered in bed in his Georgetown pied-a-terre. The police turn up only one clue: a mysterious rhyme signed \Jack and Jill\ promising that this is just the beginning. Jack and Jill are out to get the rich and famous, and they will stop at nothing until their fiendish plan is carried out.,Meanwhile, Washington,In the middle of the night, a controversial U.S. senator is found murdered in bed in his Georgetown pied-a-terre. The police turn up only one clue: a mysterious rhyme signed \Jack and Jill\ promising that this is just the beginning. Jack and Jill are out to get the rich and famous, and they will stop at nothing until their fiendish plan is carried out.,Meanwhile, Washington, D. C., homicide detective Alex Cross is called to a murder scene only blocks from his house, far from the corridors of power where he spends his days. The victim: a beautiful little girl, savagely beaten--and desposited in front of the elementary school Cross's son, Damon, attends.,Could there be a connection between the two murders? As Cross tries to put the pieces together, the killer- or killers - strike again. And again. No one in Washington is safe - not children, not politicians, not even the President of the United States. Only Alex Cross has the skills and the courage to crack the case-but will he discover the truth in time?,A relentless roller coaster of heart-pounding suspense and jolting plot twists, Jack and Jill proves that no one can write a more compelling thriller than James Patterson--the master of the nonstop nightmare.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Mystery,Fiction,Thriller,Mystery,Crime,Suspense,Thriller,Mystery Thriller,Mystery,Detective,Adult,Mystery,Murder Mystery,Audiobook",Alex Cross,"New York City, New York,San Francisco, California,McLean, Virginia,Washington, D.C.",English,August 1st 2003,3.98
1212,1212,Cat & Mouse,James Patterson,"Gary Soneji, a dying prison escapee, is looking for revenge on Cross, while another insane killer is pursued by Thomas Augustine Pierce-a brilliant and relentless detective who may even be better than,Gary Soneji, a dying prison escapee, is looking for revenge on Cross, while another insane killer is pursued by Thomas Augustine Pierce-a brilliant and relentless detective who may even be better than Cross. As the bodies pile up, and Cross is nearly murdered in his own home, the game of cat and mouse leads to one final trap. . .,The body count is high, the tension the highest, and the two killers on the loose are watching every move their pursuers make. Who is the cat, and who is the mouse? What and where is the final trap? And who survives?","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Mystery,Fiction,Thriller,Mystery,Crime,Thriller,Mystery Thriller,Suspense,Mystery,Detective,Mystery,Murder Mystery,Adult,Audiobook","Alex Cross,Gary Soneji,Kyle Craig,John Sampson,Thomas Pierce,Janelle \Jannie\ Cross,Damon Cross,Christine Johnson,Regina \Nana Mama\ Cross","New York City, New York,Paris,Washington, D.C.",English,August 1st 2003,3.99
1213,1213,Pop Goes the Weasel,James Patterson,"Detective Alex Cross is back-and he's in love. But his happiness is threatened by a series of chilling murders in Washington, D.C., murders with a pattern so twisted they leave investigators reeling. Cross's pursuit of the killer produces a suspect, a British diplomat named Geoffrey Shafer. But proving he's the murderer becomes a potentially deadly task. As Shafer engages,Detective Alex Cross is back-and he's in love. But his happiness is threatened by a series of chilling murders in Washington, D.C., murders with a pattern so twisted they leave investigators reeling. Cross's pursuit of the killer produces a suspect, a British diplomat named Geoffrey Shafer. But proving he's the murderer becomes a potentially deadly task. As Shafer engages in a brilliant series of surprising counter moves, Alex and his fiancee become hopelessly entangled with the most memorable nemesis Cross has ever faced.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Mystery,Fiction,Thriller,Mystery,Crime,Suspense,Thriller,Mystery Thriller,Mystery,Detective,Mystery,Murder Mystery,Adult,Audiobook","Alex Cross,John Sampson,Janelle \Jannie\ Cross,Damon Cross,Christine Johnson,Regina \Nana Mama\ Cross,Geoffrey Shafer,Patsy Hampton","Washington, D.C.,Bermuda,Jamaica,London, England",English,October 1st 2000,4.01
1214,1214,Roses Are Red,James Patterson,"A series of meticulously planned bank robberies ends in murder, and Washington, DC, detective Alex Cross must pit his wits against the bizarre and sadistic mastermind behind the crimes. Although torn between dedication to his job and commitment to his family, Cross cannot ignore the case, despite the risks he knows will come with hunting down a killer - and the heartbreaki,A series of meticulously planned bank robberies ends in murder, and Washington, DC, detective Alex Cross must pit his wits against the bizarre and sadistic mastermind behind the crimes. Although torn between dedication to his job and commitment to his family, Cross cannot ignore the case, despite the risks he knows will come with hunting down a killer - and the heartbreaking cost.,James Patterson's bestseller takes us from deep inside the crazy world of a psychopath's masquerade right to the heart of fiction's most brilliant detective. Alex Cross is back in an explosive tale where mind games lead to violence and the slightest mistake will be punished with death.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Mystery,Fiction,Thriller,Mystery,Crime,Suspense,Thriller,Mystery Thriller,Mystery,Detective,Mystery,Murder Mystery,Adult,Audiobook","Alex Cross,Kyle Craig,John Sampson,Janelle \Jannie\ Cross,Damon Cross,Christine Johnson,Regina \Nana Mama\ Cross,Betsey Cavalierre","Washington, D.C.,Virginia,Maryland",English,June 25th 2001,4.04
1215,1215,Along Came a Spider,James Patterson,"A missing little girl named Maggie Rose . . . a family of three brutally murdered in the projects of Washington, D.C. . . . the thrill-killing of a beautiful elementary school teacher . . . a psychopathic serial kidnapper/murderer who is so terrifying that the FBI, the Secret Service, and the police cannot outsmart him - even after he's been captured.,Gary Soneji wants to c,A missing little girl named Maggie Rose . . . a family of three brutally murdered in the projects of Washington, D.C. . . . the thrill-killing of a beautiful elementary school teacher . . . a psychopathic serial kidnapper/murderer who is so terrifying that the FBI, the Secret Service, and the police cannot outsmart him - even after he's been captured.,Gary Soneji wants to commit the crime of the century. Alex Cross is the brilliant homicide detective pitted against him. Jezzie Flanagan is the first female supervisor of the Secret Service who completes one of the most unusual suspense triangles in any thriller you have ever read.,Alex Cross and Jezzie Flanagan are about to have a forbidden love affair—at the worst possible time for both of them. Because Gary Soneji is playing at the top of his game. The latest of the unspeakable crimes happens in Alex Cross's precinct. It happens under the noses of Jezzie Flanagan's men. Now Alex Cross must face the ultimate test: How do you outmaneuver a brilliant psychopath?","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Mystery,Fiction,Thriller,Mystery,Crime,Thriller,Mystery Thriller,Suspense,Mystery,Detective,Adult,Mystery,Murder Mystery,Audiobook","Alex Cross,Gary Soneji,Gary Murphy,Regina \Nana Mama\ Cross,Jezzie Flanagan","Washington, D.C.",English,August 1st 2003,4.11
1216,1216,Black Friday,James Patterson,"The breathtaking suspense of,and the authenticity of N.Y.P.D. Blue: Welcome to James Patterson's classic superthriller,,. A courageous federal agent, a powerful and resourceful woman lawyer - only they can possibly stop the unspeakable from happening. New York City is under siege by a secret militia group - and that's just the beginning of the re,The breathtaking suspense of,and the authenticity of N.Y.P.D. Blue: Welcome to James Patterson's classic superthriller,,. A courageous federal agent, a powerful and resourceful woman lawyer - only they can possibly stop the unspeakable from happening. New York City is under siege by a secret militia group - and that's just the beginning of the relentless terror of,.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Mystery,Fiction,Thriller,Mystery,Crime,Suspense,Thriller,Mystery Thriller,Mystery,Murder Mystery,Mystery,Detective,War,Terrorism,Action","Archer Carroll,Caitlin Dillon,Colonel David Hudson,Walter Trentcamp","Miami, Florida,Washington, D.C.,Zavidavo,London, England,Belfast, Northern Ireland,Moscow,New York City, New York",English,April 1st 2000,3.68
1217,1217,Kiss the Girls,James Patterson,"In Los Angeles, a reporter investigating a series of murders is killed. In Chapel Hill, North Carolina, a beautiful medical intern suddenly disappears. In Washington D.C. Alex Cross is back to solve the most baffling and terrifying murder case ever. Two clever pattern killers are collaborating, cooperating, competing - and they are working coast to coast.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Mystery,Fiction,Thriller,Mystery,Crime,Suspense,Thriller,Mystery Thriller,Drama,Mystery,Detective,Adult,Novels","Alex Cross,Kate McTiernan","Los Angeles, California",English,July 1st 2000,3.97
1218,1218,London Bridges,James Patterson,"TWO OF THE GREATEST VILLAINS JAMES PATTERSON HAS EVER CREATED IN ONE BOOK!,Minutes after soldiers evacuate a Nevada town, a bomb completely destroys it. On vacation, FBI agent Alex Cross gets the call: the blast was perpetrated by the Wolf. A supercriminal and Cross's deadliest nemesis, the Wolf threatens to obliterate major cities, including London, Paris, and New York. Th,TWO OF THE GREATEST VILLAINS JAMES PATTERSON HAS EVER CREATED IN ONE BOOK!,Minutes after soldiers evacuate a Nevada town, a bomb completely destroys it. On vacation, FBI agent Alex Cross gets the call: the blast was perpetrated by the Wolf. A supercriminal and Cross's deadliest nemesis, the Wolf threatens to obliterate major cities, including London, Paris, and New York. Then evidence reveals the involvement of a ruthless assassin known as the Weasel. Could these two dark geniuses be working together? Now with,to prevent an unimaginable cataclysm, Cross is catapulted into an international chase of astonishing danger --- and toward the explosive truth about the Wolf's identity, a revelation that Cross may not survive.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Mystery,Fiction,Thriller,Mystery,Crime,Suspense,Thriller,Mystery Thriller,Mystery,Detective,Adult,Audiobook,Mystery,Murder Mystery","Alex Cross,Jamilla \Jam\ Hughes,Regina \Nana Mama\ Cross,Geoffrey Shafer,Ned Mahoney","Washington, D.C.,London, England,New York City, New York,Paris,Seattle, Washington",English,October 1st 2005,3.95
1219,1219,The Angel Experiment,James Patterson,"Six unforgettable kids — with no families, no homes — are running for their lives. Max Ride and her best friends have the ability to fly. And that's just the beginning of their amazing powers. But they don't know where they come from, who's hunting them, why they are different from all other humans... and if they're meant to save mankind — or destroy it.,Six unforgettable kids — with no families, no homes — are running for their lives. Max Ride and her best friends have the ability to fly. And that's just the beginning of their amazing powers. But they don't know where they come from, who's hunting them, why they are different from all other humans... and if they're meant to save mankind — or destroy it.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Young Adult,Fantasy,Science Fiction,Fiction,Adventure,Fantasy,Paranormal,Young Adult,Teen,Action,Mystery,Fantasy,Urban Fantasy","Maximum Ride,Jeb Batchelder,Iggy,Nudge,Gasman,Angel Maximum Ride,Erasers,Fang,Ari","Denver, Colorado,California,New York State",English,May 5th 2006,4.07
1220,1220,Hide and Seek,James Patterson,"Maggie Bradford is on trial for murder - in the celebrity trial of the decade.,As one of the world's best-loved singer-songwriters, she seems to have it all.,So how could she have murdered not just one, but two of her husbands?,Will Shephard was Maggie's second husband.,A magnificent athlete and film star, he was just as famous.,But Will had dark, dangerous secrets that none,Maggie Bradford is on trial for murder - in the celebrity trial of the decade.,As one of the world's best-loved singer-songwriters, she seems to have it all.,So how could she have murdered not just one, but two of her husbands?,Will Shephard was Maggie's second husband.,A magnificent athlete and film star, he was just as famous.,But Will had dark, dangerous secrets that none of his fans could have imagined... that his own wife could never dreamed of.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Mystery,Fiction,Thriller,Mystery,Crime,Suspense,Thriller,Mystery Thriller,Mystery,Detective,Romance,Mystery,Murder Mystery,Adventure","Maggie Bradford,Will Shepard","New York City, New York",English,February 3rd 1997,4.12
1221,1221,The 5th Horseman,"James Patterson,Maxine Paetro","The Women's Murder Club returns in full force when one of their own is faced with an unspeakable menace. Unabridged. 7 CDs.,The Women's Murder Club returns in full force when one of their own is faced with an unspeakable menace. Unabridged. 7 CDs.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Mystery,Fiction,Mystery,Crime,Thriller,Suspense,Thriller,Mystery Thriller,Mystery,Murder Mystery,Audiobook,Adult,Mystery,Detective","Lindsay Boxer,Claire Washburn,Yuki Castellano,Cindy Thomas,Warren Jacobi","San Francisco, California",English,February 13th 2006,4.07
1222,1222,4th of July,"James Patterson,Maxine Paetro","After losing one of its own, police lieutenant Lindsay Boxer and the surviving members of Women's Murder Club make a courageous return for their fourth and most chilling case ever--one that could easily be their last. Unabridged.,After losing one of its own, police lieutenant Lindsay Boxer and the surviving members of Women's Murder Club make a courageous return for their fourth and most chilling case ever--one that could easily be their last. Unabridged.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Mystery,Fiction,Mystery,Crime,Thriller,Suspense,Thriller,Mystery Thriller,Mystery,Murder Mystery,Audiobook,Adult,Mystery,Detective","Lindsay Boxer,Claire Washburn,Yuki Castellano,Cindy Thomas","San Francisco, California",English,May 2nd 2005,4.07
1223,1223,When the Wind Blows,James Patterson,"Frannie O'Neill is a caring young veterinarian living in the Colorado Rockies, trying to erase the memory of her beloved husband's mysterious murder. It is not long before another neighbor suddenly dies, and FBI agent Kit Harrison arrives at Frannie's doorstep. Kit is hell-bent on solving the heinous case despite resounding protests from the FBI and the thrashing of his ow,Frannie O'Neill is a caring young veterinarian living in the Colorado Rockies, trying to erase the memory of her beloved husband's mysterious murder. It is not long before another neighbor suddenly dies, and FBI agent Kit Harrison arrives at Frannie's doorstep. Kit is hell-bent on solving the heinous case despite resounding protests from the FBI and the thrashing of his own internal demons.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Mystery,Fiction,Thriller,Fantasy,Science Fiction,Suspense,Thriller,Mystery Thriller,Mystery,Crime,Adult,Adventure","Dr. Frannie O'Neill,Kit Harrison,Maximum,Ozymandius,Wendy Miller,Icarus James Patterson,Peter Churchman","Bear Bluff, Colorado",English,April 1st 2000,3.93
1224,1224,Black Market,James Patterson,"The threat was absolute. At 5.05 p.m., Wall Street would be destroyed. A multiple firebombing would wipe out the financial heart of America. Stop the world's financial system dead. Federal agent Archer Carroll and Wall Street lawyer Caitlin Dillon are pitched into a race against time.,The threat was absolute. At 5.05 p.m., Wall Street would be destroyed. A multiple firebombing would wipe out the financial heart of America. Stop the world's financial system dead. Federal agent Archer Carroll and Wall Street lawyer Caitlin Dillon are pitched into a race against time.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Mystery,Fiction,Thriller,Mystery,Crime,Suspense,Thriller,Mystery Thriller,Mystery,Murder Mystery,Mystery,Detective,War,Terrorism,Action","Archer Carroll,Caitlin Dillon,Colonel David Hudson,Walter Trentcamp","Miami, Florida,Washington, D.C.,Zavidavo,London, England,Belfast, Northern Ireland,Moscow,New York City, New York",English,February 1st 2000,3.68
1225,1225,I Know Why the Caged Bird Sings,Maya Angelou,"Sent by their mother to live with their devout, self-sufficient grandmother in a small Southern town, Maya and her brother, Bailey, endure the ache of abandonment and the prejudice of the local \powhitetrash.\ At eight years old and back at her mother’s side in St. Louis, Maya is attacked by a man many times her age—and has to live with the consequences for a lifetime. Yea,Sent by their mother to live with their devout, self-sufficient grandmother in a small Southern town, Maya and her brother, Bailey, endure the ache of abandonment and the prejudice of the local \powhitetrash.\ At eight years old and back at her mother’s side in St. Louis, Maya is attacked by a man many times her age—and has to live with the consequences for a lifetime. Years later, in San Francisco, Maya learns that love for herself, the kindness of others, her own strong spirit, and the ideas of great authors \I met and fell in love with William Shakespeare\ will allow her to be free instead of imprisoned.,,Poetic and powerful,,will touch hearts and change minds for as long as people read.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Nonfiction,Classics,Autobiography,Memoir,Biography,Biography,Autobiography,Poetry,Feminism,Cultural,African American,Biography Memoir,Race","Marguerite Johnson 'Maya',Bailey Johnson Jr.,Annie Henderson 'Momma',Uncle Willie,Bailey Johnson,Vivian Baxter","Arkansas,Louisiana,California,Missouri",English,November 1993,4.25
1226,1226,The Complete Poems,"Emily Brontë,C.W. Hatfield,Irene Taylor","In 1846 a small book entitled,appeared on the British Literary scene. The three psuedonymous poets, the Bront� sisters went on to unprecedented success with such novels as Wuthering Heights, Agnes Grey, and Jane Eyre, all published in the following year.,As children, these English sisters had begun writing poems and stories abotu an imag,In 1846 a small book entitled,appeared on the British Literary scene. The three psuedonymous poets, the Bront� sisters went on to unprecedented success with such novels as Wuthering Heights, Agnes Grey, and Jane Eyre, all published in the following year.,As children, these English sisters had begun writing poems and stories abotu an imaginary country named Gondal, yet they never sought to publish any of their work until Charlotte's discovery of Emily's more mature poems in the autumn of 1845. Charlotte later recalled: \I accidentally lighted on a MS. volume of verse in my sister Emily's handwriting....I looked it over, amd something more than surprise seized me -- a deep conviction that these were not common effusions, nor at all like the poetry women generally write. I thought them condensed and terse, vigorous and genuine. To my ear they had also a peculiar music -- wild, melancholy, and elevating.\,The renowned Hatfield edition of,includes the poetry that captivated Charlotte Bront� a century and a half ago, a body of work that continues to resonate today. This incomparable volume includes Emily's verse from,as well as 200 works collected from various manuscript sources after her death in 1848. Some were deited and preserved by Charlotte and Arthur Bell Nichols; still others were discovered years later by Bront� scholars.,Originally released in 1923, Hatfield's collection was the result of a remarkable attempt over twenty years to isolate Emily's poems from her sisters' and to achieve chronological order. Accompanied by an interpretive preface on \The Gondal Story\ by Miss Fannie E. Ratchford, author of,, the edition is the definitive collection of Emily Bront�'s poetical works.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Poetry,Classics,Literature,19th Century,Fiction,European Literature,British Literature,Literature,English Literature,Historical,Victorian,Literature,Academic,School,Female Authors","Heathcliff,Catherine Earnshaw,Edgar Linton,Isabella Linton,Hindley Earnshaw,Ellen Nelly Dean,Mr. Lockwood",United Kingdom,English,January 4th 1996,4.14
1227,1227,Cumbres borrascosas,Emily Brontë,"For lovers of timeless classics, this series of beautifully packaged and affordably priced editions of world literature encompasses a variety of literary genres, including theater, novels, poems, and essays.,Los lectores tomarán un gran placer en descubrir los clásicos con estas bellas y económicas ediciones de literatura famosa y universal. Esta selección editorial cuenta,For lovers of timeless classics, this series of beautifully packaged and affordably priced editions of world literature encompasses a variety of literary genres, including theater, novels, poems, and essays.,Los lectores tomarán un gran placer en descubrir los clásicos con estas bellas y económicas ediciones de literatura famosa y universal. Esta selección editorial cuenta con títulos que abarcan todos los géneros literarios, desde teatro, narrativa, poesía y el ensayo.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Classics,Fiction,Romance,Gothic,Literature,Historical,Historical Fiction,Literature,19th Century,Novels,Classics,Classic Literature,Historical","Heathcliff,Catherine Earnshaw,Edgar Linton,Isabella Linton,Hindley Earnshaw,Ellen Nelly Dean,Mr. Lockwood,Hareton Earnshaw,Catherine Linton,Linton Heathcliff","Yorkshire Dales, England",Spanish,May 28th 2006,3.86
